No,PUBCHEM_CID,cyp2c19_action,cyp2c19_warning,cyp2c19_conclusion,cyp2c19_score,cyp2d6_action,cyp2d6_warning,cyp2d6_conclusion,cyp2d6_score,cyp3a4_action,cyp3a4_warning,cyp3a4_conclusion,cyp3a4_score,cyp1a2_action,cyp1a2_warning,cyp1a2_conclusion,cyp1a2_score,cyp2c9_action,cyp2c9_warning,cyp2c9_conclusion,cyp2c9_score,Smile
8570,5531,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,1,0,Active,45,0,0,Inactive,0,CCN(CC)C1=CC(=NC2=NC=NN12)C
8574,25043519,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,CS(=N)(=O)CCC(C(=O)O)N
8576,688469,0,0,Inactive,0,1,0,Active,63,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,CC(CC1=CC=C(C=C1)O)NCC(C2=CC(=CC(=C2)O)O)O
8578,6541429,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,CC1=NC=C(N1CC(CCl)O)[N+](=O)[O-]
8579,6604349,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,CC1CCC2(CCC3(C(=CCC4C3(CCC5C4(CC(C(C5(C)CO)O)O)C)C)C2C1C)C)C(=O)OC6C(C(C(C(O6)COC7C(C(C(C(O7)CO)OC8C(C(C(C(O8)C)O)O)O)O)O)O)O)O
8581,6604351,1,0,Active,49,1,0,Active,41,1,0,Active,43,1,0,Active,42,1,0,Active,86,CC12CCC3C(C1CCC2(C#C)O)CCC4=CC5=C(CC34C)C=NO5
8582,6604352,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,CC1NC2=CC(=C(C=C2C(=O)N1C3=CC=CC=C3C)S(=O)(=O)N)Cl
8583,6604353,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,CC1C(C(CC(O1)OC2CCC3(C(C2)CCC4(C3(CC(C5(C4(CCC5C6=CC(=O)OC6)O)C)O)C)C)C)O)OC7CC(C(C(O7)C)OC8CC(C(C(O8)C)OC9C(C(C(C(O9)CO)O)O)O)OC(=O)C)O
8585,65859,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,C1CN(CCN1CC(CO)O)C2=CC=CC=C2
8587,716109,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,1,0,Active,42,0,0,Inactive,0,CC1C2CCC(=C3C(C2OC1=O)C(=CC3=O)C)C
8591,123600,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,CC(C)(C)NCC(C1=CC(=C(C=C1)O)CO)O
8592,3242,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,1,0,Active,43,0,0,Inactive,0,CC1=CC(=NC(=N1)N2C(=CC(=N2)C)OC)OC
8593,6604357,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,CN(C(=O)NC1C(C(C(OC1O)CO)O)O)N=O
8594,11972597,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,CC1(CC(C2(C1C(OC=C2)OC3C(C(C(C(O3)CO)O)O)O)O)O)OC(=O)C=CC4=CC=CC=C4
8596,5479,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,CCS(=O)(=O)CCN1C(=NC=C1[N+](=O)[O-])C
8597,908828,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,CN1CCC23C=CC(CC2OC4=C(C=CC(=C34)C1)OC)O
8598,4855,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,CCN1C=C(C(=O)C2=CN=C(N=C21)N3CCCC3)C(=O)O
8601,643764,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,1,0,Active,92,0,0,Inactive,0,COC1=CC(=CC(=C1OC)OC)C=CC(=O)N2CCC=CC2=O
8604,6604360,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,CC1C(C(CC(O1)OC2C(OC(CC2O)OC3C(OC(CC3O)OC4CCC5(C(C4)CCC6C5CC(C7(C6(CCC7C8=CC(=O)OC8)O)C)O)C)C)C)O)O
8605,931837,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,CC1=CC=C(C=C1)S(=O)(=O)NC(=O)NN2CC3CCCC3C2
8606,6604361,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,CCCC1CC(N(C1)C)C(=O)NC(C2C(C(C(C(O2)SC)O)O)O)C(C)Cl
8608,6604362,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,CC1CC(=O)C2(C(O1)OC3C(C(C(C(C3O2)NC)O)NC)O)O
8610,688427,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,CC(C)(C)NCC(C1=CC(=C(C(=C1)Cl)N)Cl)O
8611,180540,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,CC(C1=CC(=CC=C1)C(=O)C2=CC=CC=C2)C(=O)O
8612,6604364,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,C1CCC2(CC1)OCC(O2)CN=C(N)N
8617,6604367,0,0,Inactive,0,1,0,Active,42,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,CN1CCC2=CC(C3C(C21)C4=CC5=C(C=C4C(=O)O3)OCO5)O
8624,4189,1,0,Active,95,1,0,Active,87,1,0,Active,88,1,0,Active,87,1,0,Active,88,C1=CC(=C(C=C1Cl)Cl)COC(CN2C=CN=C2)C3=C(C=C(C=C3)Cl)Cl
8625,673469,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,1,0,Active,41,0,0,Inactive,0,CC(CO)(C1CC2=C(C3=CC=CC=C3N=C2O1)OC)O
8626,6604023,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,CC(C)(C)NCC(C1=CC(=CC(=C1)O)O)O
8628,9604980,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,CC1CS(=O)(=O)CCN1N=CC2=CC=C(O2)[N+](=O)[O-]
8629,3077,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,CN(C)CCCSC(=N)N
8630,6604372,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,C1CC(C1)CN2CCC34C5C(CCC3(C2CC6=C4C(=C(C=C6)O)O5)O)O
8631,4912,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,CC(C)(C)C1=CC(=CC(=C1O)C(C)(C)C)SC(C)(C)SC2=CC(=C(C(=C2)C(C)(C)C)O)C(C)(C)C
8632,176540,0,0,Inactive,0,1,0,Active,63,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,CN1CCOC(C2=CC=CC=C2C1)C3=CC=CC=C3
8637,6604376,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,CC(=O)OCC(=O)C1CCC2C1(CC(=O)C3C2CCC4C3(CCC(C4)O)C)C
8639,6604378,1,0,Active,93,1,0,Active,90,1,0,Active,90,1,0,Active,93,1,0,Active,90,C1=CC(=CC=C1COC(CN2C=CN=C2)C3=C(C=C(C=C3)Cl)Cl)Cl
8645,6604382,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,CC1C(C(CC(O1)OC2CC(CC3=C2C(=C4C(=C3O)C(=O)C5=C(C4=O)C(=CC=C5)OC)O)(C(=O)CO)O)N)O
8650,6604384,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,CC(C)CC(C(CC(=O)O)O)NC(=O)C(C)NC(=O)CC(C(CC(C)C)NC(=O)C(C(C)C)NC(=O)C(C(C)C)NC(=O)CC(C)C)O
8651,32324,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=C(C=C3)O)N)C(=O)O)C
8654,6604385,1,0,Active,93,1,0,Active,43,1,0,Active,88,1,0,Active,92,1,0,Active,88,C1=CC(=C(C(=C1)Cl)COC(CN2C=CN=C2)C3=C(C=C(C=C3)Cl)Cl)Cl
8655,39468,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,CC(C)(C)NCC(COC1=CC=CC2=C1CCCC2=O)O
8656,39468,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,CC(C)(C)NCC(COC1=CC=CC2=C1CCCC2=O)O
8658,6604386,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,CC1=CN(C(=O)NC1=O)C2CC(C(O2)CO)N=[N+]=N
8660,6604387,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,CC(=O)NC1=C(C(=C(C(=C1I)C(=O)NC2C(C(C(OC2O)CO)O)O)I)N(C)C(=O)C)I
8666,476416,1,0,Active,101,1,0,Active,87,1,0,Active,90,1,0,Active,45,1,0,Active,95,C1=CC(=C(C(=C1)Cl)SC(CCC2=CC=C(C=C2)Cl)CN3C=CN=C3)Cl
8667,115163,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,CC1(C(N2C(S1)C(C2=O)N=CN3CCCCCC3)C(=O)OCOC(=O)C(C)(C)C)C
8668,6604388,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,C1C(C(C(C(C1N)OC2C(C(C(C(O2)CO)O)N)O)O)OC3C(CC(C(O3)CN)O)N)N
8670,6604028,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,CC1=C2C(C(=O)C3(C(CC4C(C3C(C(C2(C)C)(CC1OC(=O)C(C(C5=CC=CC=C5)NC(=O)C6=CC=CC=C6)O)O)OC(=O)C7=CC=CC=C7)(CO4)OC(=O)C)O)C)OC(=O)C
8672,198107,0,0,Inactive,0,0,0,Inactive,0,1,0,Active,84,0,0,Inactive,0,0,0,Inactive,0,CC(=O)OC1C(SC2=CC=CC=C2N(C1=O)CCN(C)C)C3=CC=C(C=C3)OC
8675,6604389,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,CC1OCC2C(O1)C(C(C(O2)OC3C4COC(=O)C4C(C5=CC6=C(C=C35)OCO6)C7=CC(=C(C(=C7)OC)O)OC)O)O
8677,6604391,0,0,Inactive,0,0,0,Inactive,0,1,0,Active,42,0,0,Inactive,0,0,0,Inactive,0,CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=CC=C3)N)C(=O)OCOC(=O)C(C)(C)C)C
8679,3351,1,0,Active,43,1,0,Active,90,1,0,Active,66,1,0,Active,44,0,0,Inactive,0,C1CN(CCN1CC2=CC3=C(C=C2)OCO3)C(=O)COC4=CC=C(C=C4)Cl
8680,184820,0,0,Inactive,0,1,0,Active,92,1,0,Active,62,1,0,Active,48,0,0,Inactive,0,CCCNCC(COC1=CC=CC=C1C(=O)CCC2=CC=CC=C2)O
8681,155083,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,CCCC(=O)NC1=CC(=C(C=C1)OCC(CNC(C)C)O)C(=O)C
8682,3955,0,0,Inactive,0,1,0,Active,42,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,CN(C)C(=O)C(CCN1CCC(CC1)(C2=CC=C(C=C2)Cl)O)(C3=CC=CC=C3)C4=CC=CC=C4
8683,54677972,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,CC1=CC(=NO1)NC(=O)C2=C(C3=CC=CC=C3S(=O)(=O)N2C)O
8684,6604393,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,CCC(=O)OC1CC(=O)OC(CC=CC=CC(C(CC(C(C1OC)OC2C(C(C(C(O2)C)OC3CC(C(C(O3)C)OC(=O)CC)(C)O)N(C)C)O)CC=O)C)O)C
8685,2467,0,0,Inactive,0,1,0,Active,42,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,COC1=CC(=C(C(=C1)OC)C(=O)CCCN2CCCC2)OC
8686,6604394,1,0,Active,97,1,0,Active,43,1,0,Active,89,1,0,Active,93,1,0,Active,90,C=CCOC(CN1C=CN=C1)C2=C(C=C(C=C2)Cl)Cl
8689,6604395,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,C1=NC(=NN1C2C(C(C(O2)CO)O)O)C(=O)N
8690,6604396,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,CNC1C(C2C(CC(C(O2)OC3C(CC(C(C3O)O)N)N)N)OC1OC4C(C(C(C(O4)CO)N)O)O)O
8691,6604397,0,0,Inactive,0,0,0,Inactive,0,1,0,Active,85,0,0,Inactive,0,0,0,Inactive,0,CCOC(=O)OC(C)OC(=O)C1C(SC2N1C(=O)C2NC(=O)C(C3=CC=CC=C3)N)(C)C
8694,6604399,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,C1C(NC(=NC1O)N)C2C(=O)NCC(C(=O)NC(C(=O)NC(C(=O)NC(=CNC(=O)N)C(=O)N2)CO)CO)NC(=O)CC(CCCN)N
8697,6604400,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,CCN1CC2(CCC(C34C2CC(C31)C5(CC(C6CC4C5C6O)OC)O)O)C
8700,6604402,0,0,Inactive,0,0,0,Inactive,0,1,0,Active,64,0,0,Inactive,0,0,0,Inactive,0,CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=CC=C3)N)C(=O)OC4C5=CC=CC=C5C(=O)O4)C
8702,1615267,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,CC1C(=O)NC(=O)N1
8703,1615267,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,CC1C(=O)NC(=O)N1
8704,6604403,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,CC12CC3CC(C1)(CC(C3)(C2)N)C
8705,667528,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,CCC1=C2C(=CC=C1)C3=C(N2)C(OCC3)(CC)CC(=O)O
8706,39042,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,CC(C)(C(=O)O)OC1=CC=C(C=C1)CCNC(=O)C2=CC=C(C=C2)Cl
8707,179658,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,CC(C)(C)NCC(COC1=CC=CC2=C1CC(C(C2)O)O)O
8711,3334,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,1,0,Active,86,0,0,Inactive,0,COC(=O)NC1=NC2=C(N1)C=C(C=C2)SC3=CC=CC=C3
8712,11972598,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,CCC(=O)C1(C(CC2C1(CC(C3C2CCC4=CC(=O)C=CC34C)O)C)C)C
8713,688441,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,CC(CCC1=CC=C(C=C1)O)NCCC2=CC(=C(C=C2)O)O
8714,6604406,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,CC1=C(N2C(C(C2=O)NC(=O)C(C3=CC=C(C=C3)O)N)SC1)C(=O)O
8716,6604407,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,C1C(C(C(C(C1NC(=O)C(CCN)O)O)OC2C(C(C(O2)CO)O)O)OC3C(C(C(C(O3)CN)O)O)N)N
8718,11972599,0,0,Inactive,0,0,0,Inactive,0,1,0,Active,42,0,0,Inactive,0,0,0,Inactive,0,CCCC1OC2CC3C4CCC5=CC(=O)C=CC5(C4C(CC3(C2(O1)C(=O)CO)C)O)C
8721,6604410,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,CC(C)(C)NCC(COC1=CC=CC2=C1CCC(=O)N2)O
8722,4831,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,CCN1C=C(C(=O)C2=CN=C(N=C21)N3CCNCC3)C(=O)O
8724,1981,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,CC1=C(C2=C(N1C(=O)C3=CC=C(C=C3)Cl)C=CC(=C2)OC)CC(=O)OCC(=O)O
8725,6604411,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,CC1(COC(C(C1NC)O)OC2C(CC(C(C2O)OC3C(CC=C(O3)CN)N)N)N)O
8727,6604412,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,C1C(C(C(C(C1N)OC2C(C(C(C(O2)CN)O)O)N)OC3C(C(C(O3)CO)O)O)O)N
8732,2082,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,1,0,Active,88,0,0,Inactive,0,CCCSC1=CC2=C(C=C1)N=C(N2)NC(=O)OC
8734,4849,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,C1CCN(C1)C2=C(C(=CC(=C2)C(=O)O)S(=O)(=O)N)OC3=CC=CC=C3
8736,175540,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,CC(C)NCC(COC1=CC=C(C=C1)CC(=O)N)O
8737,175540,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,CC(C)NCC(COC1=CC=C(C=C1)CC(=O)N)O
8738,6604416,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,CCNC1CC(C(C(C1OC2C(C(C(CO2)(C)O)NC)O)O)OC3C(CC=C(O3)CN)N)N
8743,3742,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,CC(=O)N(C)C1=C(C(=C(C(=C1I)C(=O)NCC(=O)NC2=C(C(=C(C(=C2I)C(=O)O)I)C(=O)NCCO)I)I)C(=O)NC)I
8748,3446,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,C1CCC(CC1)(CC(=O)O)CN
8749,65492,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,CC(C(=O)NC1=C(C(=C(C(=C1I)C(=O)NC(CO)CO)I)C(=O)NC(CO)CO)I)O
8750,43231,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,C1=C(C(=CC(=C1N)S(=O)(=O)N)S(=O)(=O)N)C(=C(Cl)Cl)Cl
8751,6604419,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,CC1(OC2C(C(OC2O1)C(CO)O)OCCCN(C)C)C
8752,157018,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,C=CC(CCC(=O)O)N
8754,6604420,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,C1C(=C(N2C(S1)C(C2=O)NC(=O)CC3=CC=CC=C3CN)C(=O)O)CSC4=NN=NN4CC(=O)O
8755,6604421,1,0,Active,98,1,0,Active,91,1,0,Active,65,1,0,Active,92,1,0,Active,95,C1=CC(=CC=C1CSC(CN2C=CN=C2)C3=C(C=C(C=C3)Cl)Cl)Cl
8756,448055,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,1,0,Active,45,0,0,Inactive,0,COC1=C(C=C(C=C1)C2CC(=O)NC2)OC3CCCC3
8757,6604422,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,CCC1C(C2C(C(C(CC(C(C(C(C(C(=O)O1)C)OC3CC(C(C(O3)C)O)(C)OC)C)OC4C(C(CC(O4)C)N(C)C)O)(C)O)C)NC(O2)COCCOC)C)(C)O
8760,969465,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,COC1=C(C=C2C(=C1)C(=NC(=N2)N3CCN(CC3)C(=O)C4CCCO4)N)OC
8762,6604424,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,1,0,Active,93,0,0,Inactive,0,CC1CCC2C(C(=O)OC3C24C1CCC(O3)(OO4)C)C
8765,6604425,1,0,Active,49,1,0,Active,89,0,0,Inactive,0,1,0,Active,45,0,0,Inactive,0,CN(CC=CC1=CC=CC=C1)CC2=CC=CC3=CC=CC=C32
8767,157133,1,0,Active,65,0,0,Inactive,0,1,0,Active,85,1,0,Active,41,1,0,Active,86,CC1=C(C(C(=C(N1)C)C(=O)OC(C)C)C2=CC(=CC=C2)[N+](=O)[O-])C(=O)OCCOC
8769,480953,0,0,Inactive,0,0,0,Inactive,0,1,0,Active,64,0,0,Inactive,0,0,0,Inactive,0,CC(C)N1CCN(CC1)C2=CC=C(C=C2)OCC3COC(O3)(CN4C=NC=N4)C5=C(C=C(C=C5)Cl)Cl
8771,6604428,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,CN1C(=NN=N1)SCC2=C(N3C(C(C3=O)(NC(=O)C4SC(=C(C(=O)N)C(=O)O)S4)OC)SC2)C(=O)O
8773,4539,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,CCN1C=C(C(=O)C2=CC(=C(C=C21)N3CCNCC3)F)C(=O)O
8774,6604430,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,CCC1C(C=CC2(O1)CC3CC(O2)CC=C(C(C(C=CC=C4COC5C4(C(C=C(C5O)C)C(=O)O3)O)C)OC6CC(C(C(O6)C)OC7CC(C(C(O7)C)O)OC)OC)C)C
8776,135484648,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,CC1C=CC=C(C(=O)N=C2C(=C3C(=C4C2=NC5(N4)CCN(CC5)CC(C)C)C6=C(C(=C3O)C)OC(C6=O)(OC=CC(C(C(C(C(C(C1O)C)O)C)OC(=O)C)C)OC)C)O)C
8777,6604049,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,C1COCCN1C(=O)NCCNCC(COC2=CC=C(C=C2)O)O
8778,54477,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,CCN1CCCC1CNC(=O)C2=C(C=CC(=C2OC)Br)OC
8780,6604433,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,CN(CC(CO)O)C(=O)C1=C(C(=C(C(=C1I)C(=O)NCC(CO)O)I)NC(=O)COC)I
8781,5353,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,1,0,Active,89,0,0,Inactive,0,COC1=C(C=CC(=C1)S(=O)C)C2=NC3=C(N2)C=CC=N3
8785,6604435,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,CC(C1C2CC(=C(N2C1=O)C(=O)O)SCCN=CN)O
8787,6604436,0,0,Inactive,0,0,0,Inactive,0,1,0,Active,41,0,0,Inactive,0,0,0,Inactive,0,CCC(C)C(=O)OC1CC(C=C2C1C(C(C=C2)C)CCC3CC(CC(=O)O3)O)C
8789,5388962,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,CCOC(=O)C(CCC1=CC=CC=C1)NC(C)C(=O)N2CCCC2C(=O)O
8790,4369380,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,C1=CC=C(C=C1)CC(CS)C(=O)NCC(=O)O
8791,3033637,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,CNC(=C[N+](=O)[O-])NCCSCC1=CSC(=N1)CN(C)C
8793,5282254,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,CC12C3=CC=CC=C3CC(N1)C4=CC=CC=C24
8794,5459211,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,CC1C(C(=O)N1S(=O)(=O)O)NC(=O)C(=NOC(C)(C)C(=O)O)C2=CSC(=N2)N
8796,9604981,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,C=CC1=C(N2C(C(C2=O)NC(=O)C(=NOCC(=O)O)C3=CSC(=N3)N)SC1)C(=O)O
8798,6604439,0,0,Inactive,0,0,0,Inactive,0,1,0,Active,42,0,0,Inactive,0,0,0,Inactive,0,CCC(C)(C)C(=O)OC1CC(C=C2C1C(C(C=C2)C)CCC3CC(CC(=O)O3)O)C
8801,6604441,0,0,Inactive,0,0,0,Inactive,0,1,0,Active,83,0,0,Inactive,0,0,0,Inactive,0,CCC(=O)OC1(C(CC2C1(CC(C3(C2CC(C4=CC(=O)C=CC43C)F)F)O)C)C)C(=O)SCF
8804,6604442,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,CN(CCCNC(=O)C1CCCO1)C2=NC3=CC(=C(C=C3C(=N2)N)OC)OC
8806,452723,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,CC1COC2=C3N1C=C(C(=O)C3=CC(=C2N4CCN(CC4)C)F)C(=O)O
